[Header]
GSGX Version	1.9.0
Report Date	7/2/2014 1:28:38 PM
Project	LUNG
Group Set	LUNG
Analysis	LUNG_nonorm_nobkgd
Normalization	none
[Control Probe Profile]
TargetID	ProbeID	6285431096_A.AVG_Signal	6285431096_A.NARRAYS	6285431096_A.ARRAY_STDEV	6285431096_A.BEAD_STDERR	6285431096_A.Avg_NBEADS	6285431096_A.Detection Pval	6285431098_A.AVG_Signal	6285431098_A.NARRAYS	6285431098_A.ARRAY_STDEV	6285431098_A.BEAD_STDERR	6285431098_A.Avg_NBEADS	6285431098_A.Detection Pval	6285431098_B.AVG_Signal	6285431098_B.NARRAYS	6285431098_B.ARRAY_STDEV	6285431098_B.BEAD_STDERR	6285431098_B.Avg_NBEADS	6285431098_B.Detection Pval	6285431096_B.AVG_Signal	6285431096_B.NARRAYS	6285431096_B.ARRAY_STDEV	6285431096_B.BEAD_STDERR	6285431096_B.Avg_NBEADS	6285431096_B.Detection Pval	6285431098_C.AVG_Signal	6285431098_C.NARRAYS	6285431098_C.ARRAY_STDEV	6285431098_C.BEAD_STDERR	6285431098_C.Avg_NBEADS	6285431098_C.Detection Pval	6285431098_D.AVG_Signal	6285431098_D.NARRAYS	6285431098_D.ARRAY_STDEV	6285431098_D.BEAD_STDERR	6285431098_D.Avg_NBEADS	6285431098_D.Detection Pval	6285431096_C.AVG_Signal	6285431096_C.NARRAYS	6285431096_C.ARRAY_STDEV	6285431096_C.BEAD_STDERR	6285431096_C.Avg_NBEADS	6285431096_C.Detection Pval	6285431096_D.AVG_Signal	6285431096_D.NARRAYS	6285431096_D.ARRAY_STDEV	6285431096_D.BEAD_STDERR	6285431096_D.Avg_NBEADS	6285431096_D.Detection Pval	6285431096_E.AVG_Signal	6285431096_E.NARRAYS	6285431096_E.ARRAY_STDEV	6285431096_E.BEAD_STDERR	6285431096_E.Avg_NBEADS	6285431096_E.Detection Pval	6285431096_F.AVG_Signal	6285431096_F.NARRAYS	6285431096_F.ARRAY_STDEV	6285431096_F.BEAD_STDERR	6285431096_F.Avg_NBEADS	6285431096_F.Detection Pval	6285431098_E.AVG_Signal	6285431098_E.NARRAYS	6285431098_E.ARRAY_STDEV	6285431098_E.BEAD_STDERR	6285431098_E.Avg_NBEADS	6285431098_E.Detection Pval	6285431098_F.AVG_Signal	6285431098_F.NARRAYS	6285431098_F.ARRAY_STDEV	6285431098_F.BEAD_STDERR	6285431098_F.Avg_NBEADS	6285431098_F.Detection Pval	
NEGATIVE	870064	127.2	1	NaN	5.916	29	0.69444	121.7	1	NaN	4.228	37	0.46154	115.9	1	NaN	2.873	47	0.68269	127.2	1	NaN	6.129	40	0.44765	117.2	1	NaN	5.307	33	0.22650	130.6	1	NaN	4.450	46	0.12179	120.0	1	NaN	4.136	56	0.57585	113.2	1	NaN	4.390	35	0.75641	123.0	1	NaN	4.972	28	0.29701	112.2	1	NaN	6.255	33	0.72436	99.7	1	NaN	4.050	33	0.88034	106.9	1	NaN	3.486	44	0.52564	
NEGATIVE	870113	145.8	1	NaN	5.164	59	0.11111	120.5	1	NaN	4.207	41	0.53098	111.7	1	NaN	3.742	35	0.86859	129.9	1	NaN	4.625	43	0.34188	109.9	1	NaN	3.196	39	0.65064	123.1	1	NaN	4.002	52	0.32585	130.5	1	NaN	6.519	43	0.19231	113.2	1	NaN	4.229	40	0.75748	119.9	1	NaN	4.948	47	0.41774	121.7	1	NaN	4.275	45	0.36325	115.7	1	NaN	4.120	51	0.11432	104.6	1	NaN	2.948	48	0.68910	
NEGATIVE	870402	133.8	1	NaN	8.117	40	0.45833	117.6	1	NaN	2.911	46	0.69231	129.4	1	NaN	5.743	37	0.08761	127.6	1	NaN	6.794	44	0.42842	113.7	1	NaN	4.257	40	0.40491	108.2	1	NaN	3.253	50	0.96261	119.8	1	NaN	6.828	29	0.58440	111.2	1	NaN	6.588	30	0.82158	119.3	1	NaN	4.767	54	0.44444	116.0	1	NaN	4.874	44	0.59829	100.5	1	NaN	4.446	34	0.85256	95.4	1	NaN	3.763	43	0.98611	
NEGATIVE	940471	124.9	1	NaN	7.006	37	0.77457	116.8	1	NaN	3.848	44	0.73504	115.7	1	NaN	2.916	45	0.69124	122.0	1	NaN	5.746	45	0.65598	111.7	1	NaN	3.701	37	0.53098	124.7	1	NaN	4.748	38	0.24145	115.9	1	NaN	4.383	37	0.72650	106.7	1	NaN	6.567	29	0.92094	125.2	1	NaN	8.001	29	0.22756	117.0	1	NaN	4.423	44	0.55983	115.1	1	NaN	4.306	57	0.13248	104.7	1	NaN	4.528	26	0.68697	
NEGATIVE	990482	131.3	1	NaN	5.706	46	0.56090	119.7	1	NaN	5.865	19	0.57372	117.2	1	NaN	3.601	43	0.61218	134.4	1	NaN	6.872	44	0.19658	111.0	1	NaN	3.981	35	0.56944	114.6	1	NaN	4.175	38	0.77564	120.5	1	NaN	4.135	35	0.54915	109.2	1	NaN	3.506	36	0.87286	117.4	1	NaN	7.005	36	0.53205	120.3	1	NaN	5.107	40	0.42521	109.0	1	NaN	5.245	35	0.37179	106.2	1	NaN	3.585	34	0.57799	
NEGATIVE	1010114	123.2	1	NaN	5.056	36	0.82479	111.5	1	NaN	3.058	34	0.92094	121.0	1	NaN	4.142	36	0.37500	126.1	1	NaN	6.463	40	0.48932	110.0	1	NaN	3.177	36	0.64637	126.5	1	NaN	6.773	31	0.19017	108.8	1	NaN	3.946	40	0.90491	124.7	1	NaN	6.738	32	0.29594	100.1	1	NaN	4.885	37	0.96688	119.2	1	NaN	7.277	32	0.47650	108.1	1	NaN	4.279	33	0.42949	110.1	1	NaN	4.541	35	0.31624	
NEGATIVE	1010343	129.5	1	NaN	4.623	41	0.61325	112.3	1	NaN	2.769	50	0.90598	114.7	1	NaN	3.377	40	0.74038	121.5	1	NaN	5.792	39	0.66987	105.8	1	NaN	3.701	44	0.86325	112.6	1	NaN	3.700	39	0.86218	120.9	1	NaN	4.920	35	0.53419	114.7	1	NaN	4.686	45	0.70727	114.3	1	NaN	5.477	41	0.65812	113.1	1	NaN	4.633	43	0.69658	105.3	1	NaN	4.342	37	0.61538	105.2	1	NaN	3.375	45	0.65385	
NEGATIVE	1010544	129.8	1	NaN	6.503	33	0.60470	124.7	1	NaN	4.620	42	0.30662	115.5	1	NaN	3.786	36	0.70940	125.2	1	NaN	5.939	35	0.51816	101.5	1	NaN	4.318	26	0.96688	114.8	1	NaN	4.268	45	0.76603	127.4	1	NaN	6.391	39	0.28312	102.2	1	NaN	5.480	30	0.97009	109.5	1	NaN	6.027	32	0.83440	117.8	1	NaN	4.347	35	0.53205	96.2	1	NaN	2.549	36	0.96581	101.2	1	NaN	2.915	36	0.85897	
NEGATIVE	1010747	127.8	1	NaN	5.608	43	0.68056	117.5	1	NaN	3.047	34	0.70192	115.4	1	NaN	4.613	37	0.71047	118.0	1	NaN	6.777	36	0.77991	108.9	1	NaN	3.274	37	0.71047	109.6	1	NaN	3.937	23	0.94017	128.6	1	NaN	7.426	30	0.25107	122.6	1	NaN	7.005	37	0.38034	109.2	1	NaN	4.718	43	0.84509	111.9	1	NaN	5.251	29	0.73611	100.3	1	NaN	4.457	28	0.86218	107.8	1	NaN	4.155	39	0.45085	
NEGATIVE	1030379	128.7	1	NaN	6.509	40	0.64530	125.9	1	NaN	5.140	31	0.25321	122.9	1	NaN	3.350	45	0.28098	124.9	1	NaN	7.502	40	0.53205	114.6	1	NaN	3.635	43	0.35684	112.9	1	NaN	3.345	33	0.84509	142.4	1	NaN	6.573	37	0.03526	129.1	1	NaN	5.521	42	0.16774	132.2	1	NaN	5.066	46	0.08547	124.8	1	NaN	8.022	37	0.25962	97.9	1	NaN	3.295	40	0.93162	112.7	1	NaN	3.320	46	0.19765	
NEGATIVE	1030592	147.2	1	NaN	5.895	43	0.09402	132.4	1	NaN	3.924	48	0.09295	119.4	1	NaN	3.185	42	0.47543	117.7	1	NaN	8.084	26	0.79594	129.0	1	NaN	5.211	34	0.02885	135.0	1	NaN	5.457	48	0.07692	137.3	1	NaN	5.255	40	0.06838	126.3	1	NaN	6.396	40	0.23718	119.5	1	NaN	3.802	38	0.43803	126.9	1	NaN	5.617	53	0.19124	123.0	1	NaN	3.981	48	0.02671	113.0	1	NaN	4.460	39	0.18162	
NEGATIVE	1030711	137.1	1	NaN	4.517	44	0.33974	117.1	1	NaN	5.157	45	0.72009	100.9	1	NaN	4.312	28	0.99893	129.6	1	NaN	6.338	47	0.35363	102.9	1	NaN	2.738	46	0.94765	112.0	1	NaN	4.155	30	0.88248	124.1	1	NaN	5.410	50	0.38996	118.8	1	NaN	6.035	45	0.54487	128.8	1	NaN	7.178	42	0.13996	128.8	1	NaN	5.746	29	0.14957	94.5	1	NaN	3.948	33	0.98504	111.5	1	NaN	4.232	38	0.25107	
NEGATIVE	1030722	118.3	1	NaN	5.800	31	0.92201	124.3	1	NaN	4.227	35	0.32585	116.4	1	NaN	3.941	37	0.65171	114.9	1	NaN	6.076	27	0.86432	111.9	1	NaN	3.576	25	0.52030	127.9	1	NaN	5.023	35	0.16560	134.3	1	NaN	8.950	36	0.10577	129.1	1	NaN	5.995	39	0.16667	120.9	1	NaN	5.854	37	0.37500	120.4	1	NaN	5.383	32	0.41987	110.8	1	NaN	4.937	38	0.28312	110.1	1	NaN	4.704	39	0.31197	
NEGATIVE	1050110	144.7	1	NaN	5.300	72	0.13034	138.0	1	NaN	4.443	61	0.03632	132.2	1	NaN	4.816	51	0.05128	143.7	1	NaN	6.794	62	0.05342	119.4	1	NaN	3.110	63	0.14744	129.6	1	NaN	5.352	47	0.14423	140.1	1	NaN	6.786	48	0.05128	119.7	1	NaN	4.795	63	0.51282	134.7	1	NaN	5.731	69	0.05662	133.4	1	NaN	5.510	62	0.08547	110.9	1	NaN	3.255	74	0.27671	108.7	1	NaN	3.341	59	0.38675	
NEGATIVE	1050154	120.0	1	NaN	7.726	33	0.88996	118.2	1	NaN	4.231	35	0.65491	117.2	1	NaN	3.557	36	0.61432	123.5	1	NaN	5.658	40	0.59295	107.5	1	NaN	3.169	34	0.78846	107.7	1	NaN	4.240	34	0.96581	123.7	1	NaN	3.768	40	0.40064	138.4	1	NaN	7.455	44	0.03739	133.3	1	NaN	5.595	38	0.07265	113.2	1	NaN	5.164	41	0.68803	107.0	1	NaN	4.499	37	0.50855	100.2	1	NaN	2.804	32	0.90278	
NEGATIVE	1050296	127.5	1	NaN	5.924	35	0.68910	123.3	1	NaN	3.963	42	0.37179	114.2	1	NaN	3.225	34	0.76496	122.5	1	NaN	5.418	38	0.62927	111.6	1	NaN	3.499	49	0.53632	117.7	1	NaN	5.546	33	0.60791	120.1	1	NaN	6.010	33	0.56731	119.8	1	NaN	4.862	44	0.50962	110.9	1	NaN	4.558	50	0.78846	116.8	1	NaN	5.341	40	0.56624	109.6	1	NaN	5.008	40	0.33974	108.3	1	NaN	3.236	48	0.41453	
NEGATIVE	1070132	133.1	1	NaN	5.645	43	0.48611	136.5	1	NaN	4.682	42	0.04487	128.0	1	NaN	4.142	52	0.11752	131.1	1	NaN	5.381	51	0.30449	119.3	1	NaN	3.420	40	0.15064	125.6	1	NaN	3.892	51	0.21688	108.4	1	NaN	4.325	37	0.91560	118.4	1	NaN	4.761	45	0.56517	108.7	1	NaN	4.181	56	0.85470	102.6	1	NaN	4.519	44	0.94231	106.3	1	NaN	4.328	34	0.55556	109.3	1	NaN	2.748	38	0.35470	
NEGATIVE	1070278	137.1	1	NaN	8.305	35	0.34188	128.0	1	NaN	4.930	39	0.18056	135.4	1	NaN	5.505	42	0.03526	129.0	1	NaN	8.460	29	0.37179	123.7	1	NaN	5.271	35	0.05769	122.1	1	NaN	3.633	32	0.36645	123.9	1	NaN	4.575	38	0.39423	117.7	1	NaN	5.767	40	0.59509	111.1	1	NaN	5.158	37	0.78098	113.2	1	NaN	4.978	44	0.68910	115.4	1	NaN	3.641	28	0.12714	109.2	1	NaN	2.927	39	0.36004	
NEGATIVE	1070386	123.0	1	NaN	5.363	39	0.83333	114.7	1	NaN	2.932	55	0.83654	113.4	1	NaN	3.256	48	0.80556	112.4	1	NaN	4.859	49	0.92415	106.7	1	NaN	3.180	45	0.81731	117.0	1	NaN	3.927	52	0.65278	107.6	1	NaN	5.758	36	0.92628	103.0	1	NaN	3.769	42	0.95940	97.4	1	NaN	4.300	37	0.98077	108.0	1	NaN	4.708	44	0.84295	103.4	1	NaN	3.477	56	0.72009	106.0	1	NaN	3.424	54	0.59615	
NEGATIVE	1070524	123.2	1	NaN	5.145	33	0.82372	125.1	1	NaN	6.015	38	0.28526	111.5	1	NaN	2.903	32	0.87393	119.2	1	NaN	5.781	40	0.74786	112.9	1	NaN	5.291	27	0.45727	110.6	1	NaN	4.220	22	0.91560	110.5	1	NaN	4.888	30	0.87073	118.0	1	NaN	5.837	44	0.58120	96.1	1	NaN	3.906	31	0.98611	123.9	1	NaN	7.914	25	0.28953	99.5	1	NaN	5.336	23	0.88568	102.5	1	NaN	2.899	32	0.80876	
NEGATIVE	1090041	131.3	1	NaN	7.095	36	0.55983	111.8	1	NaN	4.173	27	0.91453	126.1	1	NaN	6.132	33	0.16026	131.8	1	NaN	6.747	29	0.28312	114.6	1	NaN	3.288	32	0.35363	118.2	1	NaN	4.206	35	0.57585	109.4	1	NaN	6.179	34	0.88996	131.2	1	NaN	7.353	34	0.12500	103.0	1	NaN	4.696	35	0.94551	105.8	1	NaN	3.905	32	0.88355	115.5	1	NaN	5.913	28	0.12500	113.7	1	NaN	5.338	30	0.16346	
NEGATIVE	1090075	146.0	1	NaN	8.301	43	0.10577	124.4	1	NaN	4.960	40	0.31838	116.9	1	NaN	3.711	46	0.63034	137.5	1	NaN	7.317	32	0.12500	110.6	1	NaN	2.593	39	0.59829	116.6	1	NaN	4.931	31	0.67415	131.2	1	NaN	4.606	42	0.17094	131.3	1	NaN	5.495	38	0.11859	114.0	1	NaN	5.450	36	0.66774	118.5	1	NaN	5.042	42	0.50748	102.7	1	NaN	3.270	48	0.75962	96.2	1	NaN	2.323	41	0.98184	
NEGATIVE	1090300	115.9	1	NaN	5.521	27	0.94872	119.9	1	NaN	3.322	49	0.56090	129.7	1	NaN	5.242	32	0.08333	113.3	1	NaN	7.024	27	0.90385	110.9	1	NaN	3.600	40	0.57692	118.4	1	NaN	4.033	37	0.56517	130.6	1	NaN	5.455	36	0.18803	113.4	1	NaN	6.396	35	0.74893	115.0	1	NaN	5.194	34	0.62179	115.0	1	NaN	4.150	32	0.62393	95.0	1	NaN	3.268	26	0.98077	105.1	1	NaN	4.004	38	0.65812	
NEGATIVE	1090433	118.8	1	NaN	4.397	45	0.91560	126.1	1	NaN	5.482	37	0.24252	110.1	1	NaN	2.745	33	0.91880	113.8	1	NaN	5.921	38	0.88996	99.9	1	NaN	4.699	29	0.97756	111.7	1	NaN	3.106	42	0.88889	113.9	1	NaN	5.549	32	0.78953	125.0	1	NaN	5.676	44	0.28846	114.9	1	NaN	5.342	49	0.62714	97.4	1	NaN	5.238	35	0.97970	100.5	1	NaN	2.788	51	0.85363	108.4	1	NaN	3.728	37	0.41346	
NEGATIVE	1110673	140.3	1	NaN	8.024	40	0.23397	133.5	1	NaN	3.935	40	0.08120	128.7	1	NaN	4.427	42	0.10791	143.0	1	NaN	6.154	45	0.05769	119.1	1	NaN	4.401	37	0.16026	138.9	1	NaN	5.559	39	0.04167	127.8	1	NaN	5.443	41	0.27457	136.7	1	NaN	5.605	44	0.05449	130.9	1	NaN	6.650	33	0.10150	121.7	1	NaN	4.313	47	0.36218	113.2	1	NaN	4.056	39	0.19765	112.0	1	NaN	4.577	30	0.22222	
NEGATIVE	1110731	138.4	1	NaN	7.056	42	0.28953	112.1	1	NaN	3.625	36	0.90812	122.0	1	NaN	3.652	45	0.32479	120.8	1	NaN	4.718	45	0.69017	108.9	1	NaN	3.580	36	0.70833	116.4	1	NaN	3.061	50	0.68376	122.7	1	NaN	5.494	55	0.44872	125.6	1	NaN	5.962	47	0.25748	113.9	1	NaN	5.248	43	0.67094	122.2	1	NaN	6.274	44	0.34295	109.1	1	NaN	3.410	51	0.36752	108.4	1	NaN	2.763	59	0.40919	
NEGATIVE	1170176	134.9	1	NaN	5.635	28	0.41774	122.4	1	NaN	3.611	39	0.42094	114.6	1	NaN	4.269	34	0.74786	126.6	1	NaN	4.854	35	0.47222	115.2	1	NaN	3.753	45	0.32692	117.9	1	NaN	3.679	44	0.59509	117.3	1	NaN	6.123	34	0.67521	117.0	1	NaN	6.058	32	0.62500	124.2	1	NaN	7.659	35	0.25534	128.3	1	NaN	5.778	32	0.16026	116.8	1	NaN	5.042	33	0.09081	107.0	1	NaN	4.278	39	0.52030	
NEGATIVE	1170619	138.7	1	NaN	6.365	43	0.27885	126.0	1	NaN	4.988	36	0.24786	119.3	1	NaN	3.019	32	0.48504	142.5	1	NaN	7.713	43	0.06090	121.0	1	NaN	4.632	40	0.10577	126.5	1	NaN	3.985	39	0.19231	129.4	1	NaN	7.086	27	0.22543	130.9	1	NaN	6.853	41	0.12821	138.3	1	NaN	6.987	31	0.02991	121.5	1	NaN	6.648	25	0.37927	117.4	1	NaN	6.132	31	0.07265	114.3	1	NaN	3.880	35	0.13996	
NEGATIVE	1170707	120.7	1	NaN	6.030	34	0.87500	114.2	1	NaN	3.297	34	0.85791	109.4	1	NaN	3.216	27	0.93162	114.5	1	NaN	5.284	37	0.87714	119.1	1	NaN	6.110	36	0.15812	120.7	1	NaN	4.279	44	0.43590	109.4	1	NaN	4.741	27	0.88782	125.0	1	NaN	5.676	36	0.28953	127.1	1	NaN	5.920	42	0.17842	119.1	1	NaN	5.378	42	0.48184	102.8	1	NaN	4.489	25	0.75000	104.8	1	NaN	4.338	40	0.67949	
NEGATIVE	1190022	138.7	1	NaN	7.030	44	0.27778	136.7	1	NaN	5.576	41	0.04274	122.5	1	NaN	3.689	45	0.30449	123.8	1	NaN	4.646	48	0.58120	114.0	1	NaN	3.387	48	0.39103	122.1	1	NaN	4.779	35	0.36538	121.3	1	NaN	8.139	28	0.50855	130.1	1	NaN	6.432	39	0.14209	128.1	1	NaN	5.751	42	0.15705	131.0	1	NaN	4.489	40	0.11111	106.1	1	NaN	4.545	39	0.56624	109.0	1	NaN	3.855	40	0.37073	
NEGATIVE	1190064	120.6	1	NaN	4.831	46	0.87714	124.8	1	NaN	4.249	50	0.30021	121.3	1	NaN	3.479	48	0.35897	126.6	1	NaN	5.638	52	0.46902	110.9	1	NaN	2.761	47	0.57479	122.6	1	NaN	3.746	52	0.34615	113.0	1	NaN	4.058	62	0.81303	112.8	1	NaN	5.288	47	0.76816	116.8	1	NaN	4.272	47	0.55769	117.9	1	NaN	5.702	40	0.52778	109.5	1	NaN	4.263	43	0.34509	108.8	1	NaN	3.684	50	0.37714	
NEGATIVE	1190338	147.9	1	NaN	7.011	47	0.08440	137.5	1	NaN	5.683	36	0.03846	129.0	1	NaN	4.692	33	0.10150	145.3	1	NaN	6.271	51	0.03953	122.8	1	NaN	4.564	39	0.07051	128.7	1	NaN	3.938	41	0.15491	140.5	1	NaN	5.546	40	0.04915	116.4	1	NaN	4.126	40	0.64530	126.3	1	NaN	5.493	40	0.19765	117.3	1	NaN	5.048	42	0.55128	116.5	1	NaN	4.104	53	0.09829	114.8	1	NaN	3.688	56	0.11859	
NEGATIVE	1230093	144.4	1	NaN	7.589	39	0.13782	126.7	1	NaN	3.638	45	0.22436	117.1	1	NaN	3.509	44	0.61645	119.2	1	NaN	6.402	40	0.74573	120.0	1	NaN	5.444	36	0.12927	119.9	1	NaN	3.144	60	0.49786	115.6	1	NaN	5.121	58	0.73718	125.5	1	NaN	7.039	38	0.26282	120.5	1	NaN	5.699	29	0.39316	126.0	1	NaN	6.173	38	0.21154	107.8	1	NaN	3.990	32	0.45727	108.2	1	NaN	5.438	30	0.42628	
NEGATIVE	1230228	153.6	1	NaN	7.307	32	0.03632	128.9	1	NaN	4.589	35	0.15491	124.1	1	NaN	3.897	37	0.22650	139.6	1	NaN	6.293	47	0.09295	118.8	1	NaN	5.554	27	0.16667	125.9	1	NaN	5.195	40	0.20620	123.2	1	NaN	6.297	38	0.42201	143.7	1	NaN	5.742	41	0.01175	135.2	1	NaN	6.733	27	0.05342	129.0	1	NaN	6.686	42	0.14530	117.0	1	NaN	5.151	39	0.08654	118.0	1	NaN	5.599	33	0.06197	
NEGATIVE	1230367	127.5	1	NaN	6.373	32	0.68590	127.1	1	NaN	3.693	47	0.20513	113.3	1	NaN	4.016	36	0.81090	119.3	1	NaN	5.503	45	0.74038	103.5	1	NaN	3.742	35	0.93376	115.1	1	NaN	3.997	47	0.75000	125.4	1	NaN	5.621	36	0.34722	131.7	1	NaN	6.997	39	0.10791	115.4	1	NaN	4.787	38	0.61004	111.4	1	NaN	4.529	34	0.75427	98.0	1	NaN	4.921	30	0.92735	99.0	1	NaN	2.169	50	0.93697	
NEGATIVE	1230386	123.8	1	NaN	4.658	57	0.80983	117.5	1	NaN	3.121	42	0.69765	114.9	1	NaN	3.753	40	0.73291	117.9	1	NaN	4.532	51	0.78526	109.8	1	NaN	2.879	40	0.65812	110.6	1	NaN	3.654	36	0.91453	122.7	1	NaN	5.380	36	0.44658	117.4	1	NaN	5.164	46	0.60577	105.1	1	NaN	3.582	47	0.91560	120.0	1	NaN	4.696	49	0.43803	107.5	1	NaN	3.413	48	0.47436	114.4	1	NaN	3.569	58	0.13568	
NEGATIVE	1230601	122.5	1	NaN	7.247	39	0.84081	114.8	1	NaN	4.251	29	0.83227	118.1	1	NaN	4.676	35	0.56410	144.5	1	NaN	7.532	41	0.04701	110.4	1	NaN	3.504	36	0.61432	103.9	1	NaN	3.525	37	0.99359	115.9	1	NaN	5.337	37	0.72115	130.1	1	NaN	5.144	51	0.14423	117.1	1	NaN	5.777	28	0.54701	128.4	1	NaN	6.713	35	0.15598	102.9	1	NaN	4.847	42	0.74893	100.1	1	NaN	2.846	39	0.90812	
NEGATIVE	1240022	125.1	1	NaN	5.974	38	0.76603	107.9	1	NaN	2.931	39	0.97436	109.8	1	NaN	3.524	25	0.92521	114.7	1	NaN	5.700	38	0.87073	96.5	1	NaN	2.724	25	0.99252	109.8	1	NaN	4.335	35	0.93697	121.2	1	NaN	6.045	44	0.51282	113.3	1	NaN	6.453	29	0.75427	112.2	1	NaN	5.637	21	0.73825	109.0	1	NaN	4.807	28	0.81944	100.8	1	NaN	4.261	35	0.83761	101.7	1	NaN	3.249	33	0.83654	
NEGATIVE	1240687	126.7	1	NaN	6.468	39	0.71688	121.2	1	NaN	3.411	48	0.49359	124.1	1	NaN	4.558	41	0.22756	146.6	1	NaN	7.262	34	0.03526	115.8	1	NaN	3.556	61	0.28953	128.1	1	NaN	4.219	42	0.16239	141.1	1	NaN	6.022	47	0.04487	135.5	1	NaN	5.588	59	0.07158	130.9	1	NaN	6.168	44	0.10256	126.7	1	NaN	5.818	43	0.19551	117.2	1	NaN	5.403	46	0.07799	113.1	1	NaN	3.023	48	0.18056	
NEGATIVE	1240689	135.0	1	NaN	5.806	49	0.41453	126.1	1	NaN	4.441	55	0.24038	115.7	1	NaN	3.114	62	0.69551	124.5	1	NaN	4.431	57	0.54701	118.0	1	NaN	3.370	62	0.19338	120.3	1	NaN	2.618	63	0.47115	127.1	1	NaN	5.219	54	0.29594	121.3	1	NaN	4.694	58	0.43697	112.3	1	NaN	4.282	54	0.73504	128.0	1	NaN	5.308	50	0.16667	101.7	1	NaN	4.053	54	0.80128	106.6	1	NaN	3.078	53	0.54594	
NEGATIVE	1260017	124.5	1	NaN	6.777	38	0.79060	124.2	1	NaN	4.018	40	0.32906	116.6	1	NaN	5.271	33	0.64209	109.5	1	NaN	4.855	38	0.96047	105.9	1	NaN	3.136	41	0.86111	113.3	1	NaN	3.114	42	0.83120	122.7	1	NaN	7.093	35	0.44444	110.1	1	NaN	4.181	49	0.84509	105.1	1	NaN	4.187	31	0.91453	109.0	1	NaN	5.268	39	0.82158	105.7	1	NaN	4.938	38	0.58440	106.5	1	NaN	4.002	36	0.55342	
NEGATIVE	1260136	126.1	1	NaN	5.427	42	0.73291	118.6	1	NaN	3.632	49	0.62714	125.2	1	NaN	3.782	32	0.18910	131.3	1	NaN	6.802	46	0.30128	113.7	1	NaN	3.837	41	0.40812	121.1	1	NaN	4.701	39	0.41774	120.6	1	NaN	5.759	49	0.54274	101.7	1	NaN	4.608	40	0.97543	111.1	1	NaN	4.660	50	0.78312	116.1	1	NaN	4.577	39	0.59402	103.9	1	NaN	3.197	37	0.69124	122.5	1	NaN	5.522	35	0.02885	
NEGATIVE	1260170	133.8	1	NaN	6.980	39	0.46261	124.0	1	NaN	5.242	43	0.33868	118.3	1	NaN	3.464	60	0.55021	131.9	1	NaN	5.546	56	0.27457	103.1	1	NaN	2.578	49	0.94231	112.8	1	NaN	2.516	55	0.84936	116.2	1	NaN	5.347	44	0.71047	127.0	1	NaN	5.442	50	0.22436	117.1	1	NaN	4.716	61	0.54594	120.8	1	NaN	4.423	60	0.40812	107.7	1	NaN	3.083	64	0.45940	106.2	1	NaN	3.061	56	0.57906	
NEGATIVE	1260195	137.5	1	NaN	5.376	39	0.32585	120.6	1	NaN	3.097	43	0.52137	119.3	1	NaN	3.781	31	0.49038	116.7	1	NaN	4.541	43	0.82158	118.2	1	NaN	3.317	33	0.18590	123.6	1	NaN	5.765	31	0.30128	108.7	1	NaN	5.190	35	0.90919	109.3	1	NaN	4.548	38	0.86966	107.6	1	NaN	5.501	33	0.87927	107.6	1	NaN	5.993	35	0.85470	116.2	1	NaN	3.789	39	0.10577	114.4	1	NaN	5.314	17	0.13889	
NEGATIVE	1260762	129.8	1	NaN	5.743	43	0.60577	134.2	1	NaN	4.837	37	0.07265	119.8	1	NaN	3.747	49	0.44338	114.6	1	NaN	5.781	48	0.87393	116.5	1	NaN	3.779	39	0.26175	133.2	1	NaN	6.001	29	0.09081	119.8	1	NaN	5.164	42	0.58120	108.7	1	NaN	4.602	51	0.88462	96.6	1	NaN	4.001	36	0.98504	120.3	1	NaN	5.649	48	0.42735	117.2	1	NaN	4.488	58	0.07906	117.9	1	NaN	4.294	45	0.06410	
NEGATIVE	1300553	132.0	1	NaN	6.124	40	0.52885	125.7	1	NaN	4.878	43	0.25962	115.9	1	NaN	4.807	26	0.68483	122.8	1	NaN	5.929	41	0.62286	111.9	1	NaN	4.406	34	0.51816	117.6	1	NaN	5.599	23	0.61432	120.6	1	NaN	6.930	31	0.54594	102.0	1	NaN	3.973	40	0.97222	109.3	1	NaN	5.085	43	0.84081	112.1	1	NaN	4.483	33	0.73184	104.8	1	NaN	4.059	42	0.64316	113.5	1	NaN	3.817	30	0.17094	
NEGATIVE	1300575	157.9	1	NaN	5.711	48	0.02885	126.4	1	NaN	4.299	51	0.22863	123.0	1	NaN	3.657	57	0.27778	140.2	1	NaN	4.759	58	0.08333	114.8	1	NaN	3.271	56	0.34509	129.2	1	NaN	4.793	54	0.14957	120.1	1	NaN	4.363	50	0.56410	128.1	1	NaN	5.135	61	0.18483	117.2	1	NaN	5.906	52	0.54380	126.7	1	NaN	5.704	50	0.19444	102.8	1	NaN	3.498	50	0.75214	111.4	1	NaN	4.134	57	0.25321	
NEGATIVE	1300634	112.2	1	NaN	6.321	29	0.98077	118.4	1	NaN	4.326	28	0.63782	128.8	1	NaN	6.051	36	0.10363	103.3	1	NaN	5.863	39	0.99145	108.2	1	NaN	3.445	28	0.75748	130.5	1	NaN	4.738	33	0.12500	107.5	1	NaN	5.437	36	0.92735	105.4	1	NaN	4.279	49	0.93483	92.5	1	NaN	3.209	44	0.99145	95.4	1	NaN	4.350	37	0.98825	100.9	1	NaN	3.670	37	0.83227	101.3	1	NaN	3.066	47	0.85577	
