[Header]
GSGX Version	1.9.0
Report Date	7/2/2014 1:28:38 PM
Project	LUNG
Group Set	LUNG
Analysis	LUNG_nonorm_nobkgd
Normalization	none
[Control Probe Profile]
TargetID	ProbeID	6285431096_A.AVG_Signal	6285431096_A.NARRAYS	6285431096_A.ARRAY_STDEV	6285431096_A.BEAD_STDERR	6285431096_A.Avg_NBEADS	6285431096_A.Detection Pval	6285431098_A.AVG_Signal	6285431098_A.NARRAYS	6285431098_A.ARRAY_STDEV	6285431098_A.BEAD_STDERR	6285431098_A.Avg_NBEADS	6285431098_A.Detection Pval	6285431098_B.AVG_Signal	6285431098_B.NARRAYS	6285431098_B.ARRAY_STDEV	6285431098_B.BEAD_STDERR	6285431098_B.Avg_NBEADS	6285431098_B.Detection Pval	6285431096_B.AVG_Signal	6285431096_B.NARRAYS	6285431096_B.ARRAY_STDEV	6285431096_B.BEAD_STDERR	6285431096_B.Avg_NBEADS	6285431096_B.Detection Pval	6285431098_C.AVG_Signal	6285431098_C.NARRAYS	6285431098_C.ARRAY_STDEV	6285431098_C.BEAD_STDERR	6285431098_C.Avg_NBEADS	6285431098_C.Detection Pval	6285431098_D.AVG_Signal	6285431098_D.NARRAYS	6285431098_D.ARRAY_STDEV	6285431098_D.BEAD_STDERR	6285431098_D.Avg_NBEADS	6285431098_D.Detection Pval	6285431096_C.AVG_Signal	6285431096_C.NARRAYS	6285431096_C.ARRAY_STDEV	6285431096_C.BEAD_STDERR	6285431096_C.Avg_NBEADS	6285431096_C.Detection Pval	6285431096_D.AVG_Signal	6285431096_D.NARRAYS	6285431096_D.ARRAY_STDEV	6285431096_D.BEAD_STDERR	6285431096_D.Avg_NBEADS	6285431096_D.Detection Pval	6285431096_E.AVG_Signal	6285431096_E.NARRAYS	6285431096_E.ARRAY_STDEV	6285431096_E.BEAD_STDERR	6285431096_E.Avg_NBEADS	6285431096_E.Detection Pval	6285431096_F.AVG_Signal	6285431096_F.NARRAYS	6285431096_F.ARRAY_STDEV	6285431096_F.BEAD_STDERR	6285431096_F.Avg_NBEADS	6285431096_F.Detection Pval	6285431098_E.AVG_Signal	6285431098_E.NARRAYS	6285431098_E.ARRAY_STDEV	6285431098_E.BEAD_STDERR	6285431098_E.Avg_NBEADS	6285431098_E.Detection Pval	6285431098_F.AVG_Signal	6285431098_F.NARRAYS	6285431098_F.ARRAY_STDEV	6285431098_F.BEAD_STDERR	6285431098_F.Avg_NBEADS	6285431098_F.Detection Pval	
NEGATIVE	3310615	131.9	1	NaN	6.297	39	0.53846	120.3	1	NaN	3.617	46	0.54274	107.1	1	NaN	2.489	45	0.97115	135.8	1	NaN	9.840	35	0.16239	105.8	1	NaN	2.974	41	0.86538	118.9	1	NaN	2.899	45	0.53526	129.7	1	NaN	6.541	37	0.21581	116.7	1	NaN	6.583	33	0.63141	120.8	1	NaN	5.474	41	0.37927	105.7	1	NaN	5.811	20	0.88568	102.3	1	NaN	3.991	43	0.78312	102.2	1	NaN	2.975	43	0.82265	
NEGATIVE	3360064	139.8	1	NaN	7.812	35	0.24573	122.9	1	NaN	3.414	44	0.38355	114.8	1	NaN	3.922	38	0.73718	140.5	1	NaN	6.728	39	0.07799	114.1	1	NaN	3.153	39	0.38141	124.7	1	NaN	4.247	48	0.24038	132.0	1	NaN	5.729	51	0.15171	120.9	1	NaN	5.623	37	0.45406	144.3	1	NaN	6.662	45	0.01282	120.1	1	NaN	6.925	33	0.43590	113.6	1	NaN	4.841	49	0.18162	113.7	1	NaN	4.104	56	0.16239	
NEGATIVE	3360110	140.4	1	NaN	6.667	29	0.23077	125.4	1	NaN	4.788	32	0.26923	111.2	1	NaN	3.275	40	0.88782	131.9	1	NaN	5.193	50	0.27778	109.7	1	NaN	4.755	33	0.66026	121.6	1	NaN	4.264	46	0.39209	135.3	1	NaN	8.621	34	0.09509	124.4	1	NaN	4.601	35	0.30662	133.4	1	NaN	6.665	31	0.06944	124.6	1	NaN	5.986	39	0.26923	106.5	1	NaN	4.999	42	0.53953	126.9	1	NaN	5.888	33	0.01068	
NEGATIVE	3360240	129.2	1	NaN	5.693	57	0.62607	119.1	1	NaN	3.246	60	0.60256	113.5	1	NaN	2.675	40	0.80235	113.9	1	NaN	4.662	60	0.88782	111.8	1	NaN	3.236	52	0.52350	117.7	1	NaN	3.806	53	0.60150	118.8	1	NaN	4.583	52	0.62821	114.4	1	NaN	4.215	57	0.71154	109.0	1	NaN	3.767	58	0.84936	112.0	1	NaN	4.433	57	0.73397	108.0	1	NaN	3.350	57	0.43910	108.4	1	NaN	3.316	39	0.41239	
NEGATIVE	3370300	117.1	1	NaN	4.642	28	0.93910	111.5	1	NaN	3.639	26	0.92201	117.0	1	NaN	3.280	45	0.62500	122.1	1	NaN	5.798	44	0.64850	111.2	1	NaN	3.641	33	0.56197	117.3	1	NaN	5.419	31	0.63141	124.8	1	NaN	5.542	29	0.36538	124.7	1	NaN	6.087	43	0.29487	109.5	1	NaN	4.496	32	0.83013	111.5	1	NaN	4.195	38	0.75214	107.0	1	NaN	5.359	33	0.50214	96.6	1	NaN	3.381	27	0.97650	
NEGATIVE	3370687	122.6	1	NaN	4.630	33	0.83868	124.7	1	NaN	4.393	36	0.30556	112.9	1	NaN	4.322	30	0.82265	115.5	1	NaN	4.634	41	0.84936	115.7	1	NaN	5.130	40	0.29380	121.7	1	NaN	5.132	35	0.38782	124.1	1	NaN	5.482	37	0.38889	116.2	1	NaN	6.365	39	0.65385	108.4	1	NaN	3.532	37	0.86325	120.4	1	NaN	7.766	24	0.41880	109.0	1	NaN	5.208	39	0.37500	106.1	1	NaN	3.952	27	0.58761	
NEGATIVE	3390301	152.8	1	NaN	5.924	42	0.04380	158.2	1	NaN	7.000	28	0.00427	140.4	1	NaN	4.995	26	0.01496	153.2	1	NaN	8.067	45	0.02137	130.6	1	NaN	4.124	43	0.01816	139.6	1	NaN	6.715	30	0.03632	139.3	1	NaN	6.607	40	0.05769	130.3	1	NaN	4.602	39	0.13996	135.3	1	NaN	5.698	41	0.05021	140.8	1	NaN	7.516	44	0.02991	121.0	1	NaN	5.704	29	0.03739	129.2	1	NaN	4.075	43	0.00748	
NEGATIVE	3390402	131.7	1	NaN	6.883	26	0.54487	124.6	1	NaN	3.502	35	0.31090	119.3	1	NaN	3.153	40	0.48825	120.3	1	NaN	5.865	38	0.70940	115.5	1	NaN	3.658	37	0.30128	131.3	1	NaN	6.543	32	0.11325	114.5	1	NaN	6.002	31	0.77350	110.1	1	NaN	4.209	43	0.84402	103.6	1	NaN	3.477	47	0.94124	110.5	1	NaN	4.920	40	0.77671	103.9	1	NaN	3.822	40	0.68697	100.9	1	NaN	4.430	39	0.87714	
NEGATIVE	3390632	129.6	1	NaN	5.948	49	0.61004	120.3	1	NaN	3.204	23	0.53739	117.0	1	NaN	2.584	44	0.62714	127.7	1	NaN	5.310	39	0.42201	110.2	1	NaN	3.281	50	0.63248	117.8	1	NaN	4.118	43	0.59615	115.6	1	NaN	5.547	39	0.74038	111.3	1	NaN	5.690	35	0.81944	102.1	1	NaN	3.145	40	0.95513	115.2	1	NaN	4.117	42	0.61752	101.3	1	NaN	2.903	32	0.81944	102.9	1	NaN	3.930	41	0.79274	
NEGATIVE	3400093	134.4	1	NaN	7.243	47	0.43269	114.8	1	NaN	3.018	55	0.83013	116.7	1	NaN	2.916	48	0.64103	124.8	1	NaN	4.870	51	0.53953	112.9	1	NaN	3.318	60	0.45406	111.1	1	NaN	3.766	51	0.90278	121.0	1	NaN	5.213	50	0.52991	128.4	1	NaN	5.316	46	0.18056	119.2	1	NaN	5.044	61	0.44872	114.1	1	NaN	3.391	63	0.65598	102.5	1	NaN	2.429	66	0.77778	103.9	1	NaN	2.601	65	0.72863	
NEGATIVE	3400397	138.2	1	NaN	8.334	31	0.29915	122.7	1	NaN	5.486	38	0.39957	116.2	1	NaN	3.882	39	0.66560	121.8	1	NaN	6.277	39	0.66346	99.3	1	NaN	2.875	47	0.98077	105.2	1	NaN	3.879	33	0.98504	136.8	1	NaN	6.207	34	0.08013	121.0	1	NaN	5.562	36	0.44765	113.0	1	NaN	6.448	34	0.70513	126.1	1	NaN	7.393	43	0.20940	106.3	1	NaN	4.858	37	0.55449	97.4	1	NaN	2.868	33	0.96902	
NEGATIVE	3400438	148.2	1	NaN	8.359	50	0.08013	131.5	1	NaN	3.543	56	0.10363	126.4	1	NaN	3.373	43	0.14744	134.8	1	NaN	7.274	35	0.18483	117.8	1	NaN	3.584	45	0.19872	127.4	1	NaN	4.180	46	0.17094	131.7	1	NaN	6.755	35	0.16239	125.9	1	NaN	6.100	42	0.24786	122.1	1	NaN	4.548	38	0.32585	133.8	1	NaN	6.844	43	0.08120	114.5	1	NaN	4.075	47	0.14530	107.8	1	NaN	3.310	45	0.44979	
NEGATIVE	3400739	129.2	1	NaN	5.026	39	0.62927	120.9	1	NaN	3.418	48	0.50962	131.9	1	NaN	4.220	51	0.05556	126.3	1	NaN	5.448	41	0.48184	119.9	1	NaN	3.351	48	0.13141	123.7	1	NaN	5.087	37	0.29915	134.3	1	NaN	5.590	41	0.10470	125.7	1	NaN	4.655	49	0.25534	110.1	1	NaN	5.080	37	0.81624	115.7	1	NaN	5.670	37	0.60791	112.5	1	NaN	4.206	34	0.22009	112.9	1	NaN	4.257	42	0.19124	
NEGATIVE	3420288	133.4	1	NaN	5.104	33	0.47115	120.9	1	NaN	3.425	32	0.51175	113.0	1	NaN	4.118	29	0.81838	120.4	1	NaN	6.022	44	0.70192	116.9	1	NaN	4.114	29	0.24252	111.1	1	NaN	3.876	36	0.90491	128.7	1	NaN	7.781	25	0.24573	128.1	1	NaN	4.603	43	0.18590	107.0	1	NaN	4.182	42	0.88675	118.4	1	NaN	6.951	27	0.50962	113.3	1	NaN	4.917	51	0.19551	115.8	1	NaN	4.006	35	0.10043	
NEGATIVE	3420471	128.6	1	NaN	7.127	33	0.64957	134.9	1	NaN	5.298	34	0.06197	118.9	1	NaN	4.063	39	0.52244	159.8	1	NaN	8.548	29	0.01282	124.9	1	NaN	5.825	31	0.04915	137.6	1	NaN	5.595	31	0.05128	115.7	1	NaN	7.127	31	0.73397	128.8	1	NaN	7.871	31	0.17415	119.3	1	NaN	5.490	56	0.44765	115.4	1	NaN	6.186	25	0.61111	100.5	1	NaN	3.721	29	0.85043	110.3	1	NaN	4.347	29	0.29915	
NEGATIVE	3420647	136.2	1	NaN	5.656	44	0.36966	107.4	1	NaN	4.168	30	0.98077	120.1	1	NaN	4.251	42	0.42842	119.5	1	NaN	5.434	34	0.73397	117.3	1	NaN	4.827	35	0.21902	114.8	1	NaN	3.757	34	0.76175	126.9	1	NaN	5.305	48	0.30235	133.6	1	NaN	6.677	40	0.08547	132.4	1	NaN	5.485	41	0.08013	124.9	1	NaN	4.738	63	0.25107	109.2	1	NaN	5.117	33	0.36325	110.9	1	NaN	4.132	45	0.27564	
NEGATIVE	3420678	127.2	1	NaN	4.391	54	0.69338	113.0	1	NaN	1.987	56	0.89316	114.3	1	NaN	3.002	57	0.75962	120.1	1	NaN	5.824	49	0.71474	112.3	1	NaN	3.314	60	0.48718	130.4	1	NaN	4.480	55	0.12714	115.3	1	NaN	4.290	59	0.74893	121.7	1	NaN	4.972	58	0.41026	118.2	1	NaN	5.005	46	0.50214	109.9	1	NaN	4.973	55	0.79808	103.4	1	NaN	3.367	53	0.71581	108.3	1	NaN	3.569	59	0.41774	
NEGATIVE	3440025	123.4	1	NaN	7.297	44	0.81838	106.8	1	NaN	4.024	29	0.98504	116.1	1	NaN	3.183	42	0.66987	134.9	1	NaN	5.969	45	0.18162	112.1	1	NaN	4.703	27	0.50534	111.0	1	NaN	2.894	46	0.90705	120.6	1	NaN	5.486	42	0.54060	131.5	1	NaN	5.492	37	0.11325	105.7	1	NaN	6.119	37	0.90598	120.8	1	NaN	5.133	46	0.40278	101.7	1	NaN	4.286	32	0.80556	96.8	1	NaN	2.161	49	0.97436	
NEGATIVE	3440161	132.9	1	NaN	6.205	43	0.49679	123.7	1	NaN	5.917	27	0.35363	121.7	1	NaN	4.730	39	0.34402	115.6	1	NaN	5.012	44	0.84615	110.2	1	NaN	3.179	25	0.63568	124.7	1	NaN	5.469	28	0.23932	132.1	1	NaN	7.556	39	0.14850	121.7	1	NaN	6.299	32	0.41132	122.1	1	NaN	5.112	39	0.32692	119.9	1	NaN	4.541	45	0.44444	103.7	1	NaN	3.239	49	0.70620	104.2	1	NaN	4.821	27	0.71581	
NEGATIVE	3440372	124.9	1	NaN	4.131	66	0.77778	125.7	1	NaN	3.359	62	0.25855	113.5	1	NaN	2.744	66	0.80128	124.8	1	NaN	5.637	59	0.53846	119.2	1	NaN	3.171	61	0.15385	122.8	1	NaN	2.963	68	0.33868	118.8	1	NaN	3.974	51	0.62714	117.9	1	NaN	4.010	60	0.58440	119.3	1	NaN	4.484	66	0.44231	114.0	1	NaN	3.956	64	0.66346	116.7	1	NaN	4.759	48	0.09615	119.1	1	NaN	3.959	58	0.04701	
NEGATIVE	3440730	150.3	1	NaN	9.634	34	0.06197	111.8	1	NaN	2.956	36	0.91132	120.0	1	NaN	4.795	37	0.43483	131.1	1	NaN	4.437	37	0.30342	108.3	1	NaN	4.045	33	0.74466	115.4	1	NaN	3.028	41	0.73825	120.0	1	NaN	5.104	39	0.57479	115.1	1	NaN	4.848	44	0.69444	125.9	1	NaN	5.651	46	0.20620	123.6	1	NaN	4.463	49	0.29808	99.3	1	NaN	3.678	37	0.89530	107.4	1	NaN	3.506	53	0.48291	
NEGATIVE	3450020	128.1	1	NaN	7.121	30	0.66880	126.7	1	NaN	4.495	42	0.22222	111.7	1	NaN	3.824	41	0.86645	114.7	1	NaN	5.934	41	0.87286	113.6	1	NaN	3.336	40	0.42094	118.9	1	NaN	4.989	40	0.53846	118.8	1	NaN	4.149	53	0.63034	114.9	1	NaN	3.942	45	0.69979	110.9	1	NaN	3.728	43	0.78739	104.9	1	NaN	3.788	43	0.90171	111.0	1	NaN	4.070	44	0.27030	107.3	1	NaN	3.154	47	0.49038	
NEGATIVE	3450092	137.2	1	NaN	5.754	39	0.33547	120.6	1	NaN	4.860	42	0.52350	111.1	1	NaN	3.461	37	0.89316	119.6	1	NaN	5.975	33	0.72650	102.5	1	NaN	2.854	57	0.95299	111.0	1	NaN	3.405	46	0.90812	121.0	1	NaN	5.256	44	0.53098	118.8	1	NaN	4.708	36	0.54274	126.1	1	NaN	7.174	41	0.20085	115.8	1	NaN	5.559	42	0.60470	97.4	1	NaN	3.331	33	0.94017	100.2	1	NaN	3.053	43	0.90385	
NEGATIVE	3450129	121.9	1	NaN	6.721	43	0.85470	118.6	1	NaN	5.388	31	0.62821	119.6	1	NaN	4.187	35	0.46688	96.2	1	NaN	5.081	33	0.99893	118.4	1	NaN	3.907	50	0.17842	123.8	1	NaN	3.965	41	0.29274	102.9	1	NaN	4.578	48	0.97329	99.6	1	NaN	4.753	40	0.98825	91.3	1	NaN	4.490	32	0.99359	107.3	1	NaN	5.869	48	0.86325	102.9	1	NaN	3.209	45	0.74252	103.0	1	NaN	3.256	36	0.78526	
NEGATIVE	3450609	133.6	1	NaN	7.468	35	0.46581	117.6	1	NaN	3.287	44	0.69338	107.2	1	NaN	3.779	28	0.97009	124.8	1	NaN	4.864	53	0.53419	116.2	1	NaN	5.449	40	0.27137	121.4	1	NaN	3.773	46	0.40705	110.3	1	NaN	4.667	40	0.87286	108.6	1	NaN	3.996	54	0.88675	114.0	1	NaN	4.874	41	0.66880	110.7	1	NaN	4.686	45	0.77137	116.2	1	NaN	5.102	45	0.10791	116.3	1	NaN	5.023	37	0.09295	
NEGATIVE	3460315	125.4	1	NaN	4.630	66	0.75962	117.0	1	NaN	3.737	45	0.72329	123.2	1	NaN	3.472	46	0.26709	119.3	1	NaN	4.789	57	0.74359	113.8	1	NaN	3.951	41	0.40278	116.3	1	NaN	3.409	56	0.69338	108.8	1	NaN	4.214	49	0.90598	105.4	1	NaN	3.306	59	0.93590	106.2	1	NaN	4.489	55	0.89850	104.6	1	NaN	5.193	41	0.91132	102.2	1	NaN	3.735	57	0.78632	99.4	1	NaN	3.188	49	0.92735	
NEGATIVE	3460484	132.7	1	NaN	7.302	36	0.50107	125.5	1	NaN	5.044	39	0.26709	130.9	1	NaN	4.199	54	0.07158	114.5	1	NaN	4.938	50	0.87927	112.6	1	NaN	3.391	49	0.46688	117.6	1	NaN	3.530	53	0.61218	126.3	1	NaN	4.993	51	0.31944	125.1	1	NaN	5.486	40	0.28526	129.2	1	NaN	4.902	46	0.13248	114.0	1	NaN	5.164	43	0.66239	107.9	1	NaN	3.280	35	0.44658	105.8	1	NaN	2.580	36	0.61432	
NEGATIVE	3460520	138.4	1	NaN	5.988	50	0.29060	128.3	1	NaN	4.313	39	0.17201	122.5	1	NaN	3.760	36	0.30342	125.9	1	NaN	5.846	47	0.49466	107.2	1	NaN	3.135	40	0.80128	114.2	1	NaN	3.555	33	0.79808	114.3	1	NaN	4.902	38	0.77991	126.7	1	NaN	6.004	36	0.22863	117.6	1	NaN	3.630	52	0.52671	110.0	1	NaN	5.192	25	0.79060	107.0	1	NaN	4.827	44	0.50641	97.6	1	NaN	3.849	32	0.96474	
NEGATIVE	3460561	136.4	1	NaN	6.360	39	0.36432	118.0	1	NaN	3.211	42	0.66560	122.2	1	NaN	4.159	55	0.31944	111.4	1	NaN	4.300	51	0.93483	110.8	1	NaN	3.027	50	0.58440	114.0	1	NaN	3.814	34	0.80235	136.6	1	NaN	7.012	29	0.08226	117.7	1	NaN	6.058	35	0.59188	105.0	1	NaN	5.120	36	0.91880	104.6	1	NaN	3.860	41	0.91026	110.2	1	NaN	3.542	34	0.31090	113.0	1	NaN	4.433	41	0.18376	
NEGATIVE	3460753	126.6	1	NaN	7.669	33	0.72115	112.4	1	NaN	4.021	37	0.90064	108.0	1	NaN	3.680	30	0.96047	114.8	1	NaN	6.452	31	0.86538	106.1	1	NaN	3.456	31	0.84615	114.6	1	NaN	3.993	40	0.77778	120.7	1	NaN	6.404	34	0.53846	117.0	1	NaN	5.400	42	0.62393	121.7	1	NaN	5.134	36	0.34081	119.9	1	NaN	5.937	43	0.44658	104.5	1	NaN	4.729	34	0.65812	110.2	1	NaN	5.244	27	0.30556	
NEGATIVE	3520598	109.8	1	NaN	6.556	28	0.98718	125.2	1	NaN	5.252	36	0.27991	115.1	1	NaN	3.351	41	0.72222	127.4	1	NaN	6.149	45	0.43697	102.2	1	NaN	2.931	40	0.95833	116.4	1	NaN	4.296	40	0.68269	112.8	1	NaN	4.651	39	0.82158	118.5	1	NaN	5.304	39	0.56197	110.1	1	NaN	5.276	40	0.81410	116.6	1	NaN	5.887	49	0.56944	99.0	1	NaN	3.385	36	0.90705	103.6	1	NaN	3.526	35	0.74573	
NEGATIVE	3520647	134.0	1	NaN	6.147	43	0.45192	121.3	1	NaN	3.816	45	0.48825	119.7	1	NaN	4.347	31	0.45940	123.3	1	NaN	7.085	33	0.60043	109.1	1	NaN	3.390	38	0.70299	129.8	1	NaN	5.338	43	0.13996	116.6	1	NaN	5.308	33	0.69658	104.9	1	NaN	3.872	37	0.93910	100.8	1	NaN	5.432	39	0.96474	115.1	1	NaN	4.045	43	0.62179	105.2	1	NaN	4.042	42	0.62179	103.7	1	NaN	3.641	44	0.73718	
NEGATIVE	3520768	119.2	1	NaN	6.641	38	0.90598	122.2	1	NaN	3.260	49	0.42842	116.0	1	NaN	3.617	33	0.67521	118.0	1	NaN	6.385	44	0.78205	111.4	1	NaN	2.956	54	0.55449	129.4	1	NaN	4.871	44	0.14637	105.2	1	NaN	3.919	43	0.95833	102.1	1	NaN	3.708	55	0.97115	105.7	1	NaN	4.900	40	0.90491	94.7	1	NaN	3.775	53	0.99252	107.1	1	NaN	3.922	31	0.49786	107.0	1	NaN	2.704	48	0.51175	
NEGATIVE	3610647	123.4	1	NaN	4.920	35	0.81731	122.3	1	NaN	4.015	38	0.42201	114.8	1	NaN	4.193	35	0.73932	128.2	1	NaN	5.017	37	0.40064	115.1	1	NaN	6.742	26	0.33120	119.8	1	NaN	3.629	46	0.50214	113.7	1	NaN	5.539	36	0.79487	117.3	1	NaN	5.993	30	0.61004	119.5	1	NaN	7.050	34	0.43483	109.7	1	NaN	6.535	30	0.80021	101.9	1	NaN	4.387	39	0.79808	110.5	1	NaN	3.708	33	0.29060	
NEGATIVE	3610670	125.0	1	NaN	7.486	30	0.77030	138.4	1	NaN	5.865	31	0.03419	128.2	1	NaN	3.862	28	0.11432	120.2	1	NaN	6.086	31	0.71154	125.6	1	NaN	4.516	27	0.04487	137.3	1	NaN	5.633	33	0.05662	114.4	1	NaN	4.677	46	0.77671	119.2	1	NaN	6.571	38	0.52885	123.5	1	NaN	7.109	30	0.27885	102.8	1	NaN	3.800	40	0.93910	113.3	1	NaN	4.419	33	0.19231	125.9	1	NaN	5.163	28	0.01603	
NEGATIVE	3610739	138.4	1	NaN	5.617	54	0.29274	136.3	1	NaN	4.382	42	0.04915	123.2	1	NaN	4.272	34	0.26816	123.1	1	NaN	5.057	35	0.60791	120.0	1	NaN	3.895	25	0.12821	122.8	1	NaN	3.785	46	0.33547	127.9	1	NaN	6.292	46	0.27030	115.0	1	NaN	4.781	50	0.69765	125.0	1	NaN	5.155	48	0.23504	120.6	1	NaN	6.062	37	0.41239	104.2	1	NaN	3.729	35	0.67094	105.5	1	NaN	3.903	39	0.63568	
NEGATIVE	3710341	132.9	1	NaN	6.134	35	0.49786	122.7	1	NaN	4.769	39	0.39530	120.9	1	NaN	3.032	33	0.37821	131.0	1	NaN	6.458	44	0.30769	110.9	1	NaN	2.990	44	0.57585	116.8	1	NaN	3.622	38	0.66987	124.1	1	NaN	5.625	44	0.38675	113.0	1	NaN	4.970	48	0.76175	118.6	1	NaN	5.855	38	0.48397	125.5	1	NaN	5.858	46	0.23184	114.1	1	NaN	4.721	42	0.16346	106.8	1	NaN	3.670	35	0.52885	
NEGATIVE	3710379	125.9	1	NaN	8.340	33	0.73932	121.2	1	NaN	4.484	38	0.49573	114.5	1	NaN	2.650	50	0.75214	114.0	1	NaN	4.906	41	0.88675	110.5	1	NaN	2.945	37	0.60684	129.8	1	NaN	4.928	36	0.13889	120.9	1	NaN	4.756	38	0.53526	126.2	1	NaN	6.086	41	0.24038	114.5	1	NaN	3.949	49	0.64744	125.5	1	NaN	6.119	41	0.23291	111.3	1	NaN	3.861	38	0.25641	108.8	1	NaN	4.547	32	0.38248	
NEGATIVE	3710438	134.4	1	NaN	6.712	56	0.43376	117.9	1	NaN	4.059	41	0.67308	118.3	1	NaN	3.559	41	0.55662	113.4	1	NaN	5.240	39	0.90064	106.3	1	NaN	2.971	52	0.83974	108.6	1	NaN	3.108	38	0.95833	119.5	1	NaN	5.032	56	0.59936	120.7	1	NaN	5.848	44	0.46368	117.1	1	NaN	5.264	53	0.54915	116.2	1	NaN	5.185	41	0.59081	93.0	1	NaN	2.378	51	0.99038	99.7	1	NaN	2.250	48	0.91774	
NEGATIVE	3710475	136.7	1	NaN	7.488	35	0.34936	121.0	1	NaN	4.270	32	0.50641	115.2	1	NaN	3.674	47	0.71581	129.2	1	NaN	5.720	40	0.36752	105.3	1	NaN	3.117	28	0.88248	111.3	1	NaN	3.895	38	0.90064	120.8	1	NaN	4.644	39	0.53632	113.6	1	NaN	4.592	37	0.74252	129.4	1	NaN	6.847	41	0.12500	118.6	1	NaN	6.263	36	0.50214	102.7	1	NaN	4.507	28	0.76175	103.6	1	NaN	3.571	35	0.74893	
NEGATIVE	3710681	106.3	1	NaN	5.120	32	0.99252	119.7	1	NaN	3.994	35	0.57158	115.9	1	NaN	4.783	34	0.67949	122.5	1	NaN	5.658	35	0.63034	112.3	1	NaN	6.385	20	0.48825	130.7	1	NaN	6.149	31	0.12073	109.8	1	NaN	4.635	34	0.88034	120.7	1	NaN	4.374	42	0.46581	115.8	1	NaN	3.605	41	0.59722	105.4	1	NaN	4.433	52	0.89103	105.5	1	NaN	4.192	32	0.60150	108.0	1	NaN	4.895	32	0.43590	
NEGATIVE	3780148	123.4	1	NaN	5.074	43	0.81624	123.9	1	NaN	3.764	43	0.34722	117.1	1	NaN	3.880	51	0.61859	109.9	1	NaN	6.231	30	0.95513	106.1	1	NaN	2.804	34	0.84722	121.7	1	NaN	3.932	49	0.38889	130.1	1	NaN	7.691	28	0.19765	122.0	1	NaN	5.541	43	0.39744	116.1	1	NaN	6.224	30	0.58654	122.3	1	NaN	6.876	36	0.33974	94.9	1	NaN	3.231	43	0.98184	109.7	1	NaN	3.971	41	0.33227	
NEGATIVE	3780253	163.1	1	NaN	7.300	50	0.01709	129.8	1	NaN	4.738	34	0.13355	131.9	1	NaN	4.659	41	0.05769	171.0	1	NaN	8.706	46	0.00427	121.8	1	NaN	4.149	37	0.09081	139.3	1	NaN	4.962	40	0.03846	147.3	1	NaN	7.182	40	0.01709	139.1	1	NaN	5.941	52	0.03526	148.9	1	NaN	5.786	59	0.00427	146.8	1	NaN	8.369	39	0.01496	120.5	1	NaN	4.245	56	0.04060	118.9	1	NaN	4.992	39	0.05128	
NEGATIVE	3780333	138.3	1	NaN	6.355	46	0.29808	119.8	1	NaN	3.329	36	0.56624	111.3	1	NaN	3.542	35	0.87927	133.5	1	NaN	7.611	36	0.22222	113.7	1	NaN	4.722	32	0.40919	112.8	1	NaN	3.739	36	0.84829	131.9	1	NaN	6.140	51	0.15598	110.4	1	NaN	4.169	38	0.83761	110.0	1	NaN	4.733	39	0.81838	111.2	1	NaN	5.187	42	0.75855	108.3	1	NaN	5.115	30	0.41453	109.1	1	NaN	4.249	34	0.36432	
NEGATIVE	3780653	140.7	1	NaN	4.636	48	0.22009	128.3	1	NaN	4.746	36	0.17094	123.8	1	NaN	3.910	47	0.24252	128.7	1	NaN	6.109	28	0.38462	116.9	1	NaN	3.921	38	0.24359	117.9	1	NaN	3.873	47	0.59295	131.2	1	NaN	7.560	34	0.17201	125.2	1	NaN	5.843	39	0.27991	122.2	1	NaN	4.620	51	0.32265	123.0	1	NaN	6.162	45	0.31197	111.5	1	NaN	4.152	56	0.25214	108.9	1	NaN	4.314	43	0.37286	
NEGATIVE	3800014	144.2	1	NaN	7.787	42	0.14316	118.1	1	NaN	2.951	50	0.66132	118.7	1	NaN	3.430	47	0.53205	128.5	1	NaN	6.105	41	0.38889	109.4	1	NaN	3.984	42	0.67628	111.4	1	NaN	3.250	37	0.89637	111.8	1	NaN	4.491	45	0.84615	118.5	1	NaN	6.562	28	0.55983	137.8	1	NaN	7.669	40	0.03312	141.1	1	NaN	5.900	49	0.02885	105.5	1	NaN	3.494	52	0.60577	108.0	1	NaN	3.154	47	0.43803	
NEGATIVE	3800243	130.9	1	NaN	7.408	36	0.57265	108.9	1	NaN	3.407	40	0.96261	119.7	1	NaN	4.912	34	0.45727	133.2	1	NaN	6.951	38	0.23825	105.5	1	NaN	2.960	36	0.87714	117.5	1	NaN	4.628	41	0.61966	115.6	1	NaN	6.221	37	0.73932	125.3	1	NaN	5.066	39	0.27457	122.3	1	NaN	4.834	44	0.31838	123.2	1	NaN	4.471	57	0.30769	106.3	1	NaN	4.131	38	0.54808	103.7	1	NaN	3.657	50	0.74145	
NEGATIVE	3800609	113.6	1	NaN	5.231	47	0.97009	120.3	1	NaN	4.226	49	0.54060	116.4	1	NaN	3.530	53	0.65598	112.0	1	NaN	4.828	59	0.92949	104.5	1	NaN	3.863	37	0.90385	114.6	1	NaN	3.205	41	0.77991	115.9	1	NaN	6.434	41	0.72756	121.1	1	NaN	6.119	57	0.44017	116.7	1	NaN	4.696	46	0.56090	102.8	1	NaN	3.317	63	0.93803	113.1	1	NaN	3.779	42	0.20620	103.2	1	NaN	3.106	49	0.77137	
